,Platform,Content (Reviews and Tweets),Formatted Dates
1243,Google Reviews,"Very well conducted programme.   The trainer was very well versed with the subject .The instructor had in-depth knowledge and was professional in her conduct.From the customer support,  I would  like  to mention that "" Mr Suarabh's"" involvement is praiseworthy.He kept motivating and inspiringSuarabh  promptly responded to  all my communication at any point of time. I am really grateful and thankful ISEL team and  especially to  Mr. Saurabh again for making me sail through this tough  course .My sincere thanks to him and ISEL Global team.The training material was good .Highly recommended institution and black belt course here.",12-07-2020
1244,Google Reviews,"I feel fortunate that I chose ISEL to do my LSSGB certification. The program is well paced and was conducted well. The instructor for the LSSGB, Mr Debasish Mukherjee is an experienced and a good corporate trainer. He is knowledgeable and explains the concept well. His attention to detail and ability to give lucid examples and case studies makes this certification by ISEL worth it. One can choose ISEL blindly for LSSGB certification. You will not be disappointed. Go for it.",12-07-2020
1245,Google Reviews,"I like the content, online Support, Trainers skill in taking us through the Course with ease. However, the post  the Green belt, extremely Poor response for the Certificate and the further course.",12-08-2020
1246,Google Reviews,ISEL Global is the best institute for six sigma certification as they give knowledge with practical and easy way to learn six sigma. And after training they are with us to help.I enjoyed learning and training experience. Thanks again for a wonderful training experience. Looking forward to do other training and certifications.,12-07-2020
1247,Google Reviews,"Excellent training from ISEL Global in terms of trainer, customer support everything.",12-09-2020
1248,Google Reviews,Excellent Trainer & perfect training sessions.,12-12-2020
1249,Google Reviews,"""The teachers and trainers are very helpful and gave proper guidance.""",12-08-2020
1250,Google Reviews,"The learning experience with ISEL Global for  Lean Six Sigma Green Belt is very nice. The course design, study material and timely support from Mr. Subham is excellent. Dr. A R's interactive session,online class(Both Theoretical & Practical approach) & it's application is very systematic and incredible.",12-07-2020
1251,Google Reviews,ISEL Global is the best institute for six sigma certification as they give knowledge with practical and easy way to learn six sigma. And after training they are with us to help.I enjoyed learning and training experience. Thanks again for a wonderful training experience. Looking forward to do other training and certifications.,12-07-2020
1252,Google Reviews,A comprehensive module with convenient time slots for working professionals and studying students. The trainer is very knowledgeable and way of explaining the concepts is highly appreciable. ISEL team supports and guidance from day one is very much helpful.,12-07-2020
1253,Google Reviews,Excellent program completed 6 sigma green belt program.Good studying material with connect us to practical day to day experience. Trainer was good & it was easy to connect & get our query answered.Coordinator was excellent very good co-ordination done & timely information was shared fo future planning.,12-07-2020
1254,Google Reviews,Black Belt program was well conducted by well versed trainer within the stipulated time. Customer support team was as well very supportive and prompt in communication. Thanks to Mr. Saurabh,12-07-2020
1255,Google Reviews,"The quality of the course was very good , the trainer was very knowledgeable and it was very insightful.",12-09-2020
1256,Google Reviews,This is the BEST online course I've taken  so far on any other online platform .I appreciate the care taken to script each lesson and I also like the way of trainer's teaching that kept all of participants' engaged. Trainer's knowledge of the entire topic was excellent.The assignments were given from the real problem scenarios.It was easy for us to correlate with real problems and challenges we face  in consulting work and also for managing our internal and external stakeholders.My feedback will be incomplete if I do not mention the name of Sourabh and Shubham and entire  ISEL support team.They managed the entire curriculum (from querier & registration to certification handover) in  very organized manner that too in this Covid 19 crisis situation.I would highly recommend this course to everyone.Many thanks!,12-07-2020
1257,Google Reviews,"Good program, good learning, Customer support was excellent. Highly recommended",12-07-2020
1258,Google Reviews,"Session was Too Good, and I shall recommend my Colleagues for this course.Training & Trainer both were awesome. Thanks for everything.",12-11-2020
1259,Google Reviews,It was excellent time from last 3 months and Trainer was excellent to explain the concept in a simple manner. The only thing is I wan’t to suggest is to give more examples on calculations. After completion of each module please include important questions which will help us to review the concept and some exercises for calculations.,12-07-2020
1260,Google Reviews,The course was very well organised. Concepts were explained in a clear way with lots of practical examples. Trainer was well versed with the Six Sigma methodology and his knowledge was clearly evident throughout the course. Many thanks to the wonderful team at ISEL Global and special thanks to Mr Saurabh for all the administrative support.,12-07-2020
1261,Google Reviews,"Recently completed instructor-led LSSGB program. ISEL team has organised the course in a structured and insightful manner, the customer support was very prompt. My special thanks to  Mr. Saurabh Kumar from ISEL  for his support. Our trainer Mr. Debashish was excellent, very supportive, and knowledgeable. He gave real time examples from various industries which helped us to understand the concepts. Study material needs improvement w.r.t the content, also there are some typographical errors which need to be corrected. Overall a good program. Highly recommended!",12-07-2020
1262,Google Reviews,Excellent and focussed learning platform for beginners and experienced.good faculty and back team support for timely query resolution.Satisfied and happy to be a learner with ISEL and journey still goes on..!,12-07-2020
1263,Google Reviews,The program was very informative with good facilitators. The materials provided was helpful in work culture. The customer support people were also prominent in providing information.,12-07-2020
1264,Google Reviews,"ISEL GLOBAL is a one stop cost effective solution for all skillset enhancement and global training needs, there are variety of programs to choose, I enrolled for the LSSGB program,it is very extensive and covered all concepts of Lean Six Sigma.Customer support was excellent ,special thanks to Shubham for coordinating effectively throughout the program. Trainer Rohith Virmani was very knowledgeable and very patient to answer even the simplest doubts and also quoted live industry scenarios for better understanding.",12-07-2020
1265,Google Reviews,Progem covered the entire topic and was well executred. Thanks to my trainer Mr. Deepak Rustogi for sharing his knowledge and experience. Mr. Rustoagi was excellent in this teaching and making us understand about the topic through his examples. Thanks to Mr. Saurabh for all his support and prompt reply for all my query. Overall a very good program. Highly recommended.,12-07-2020
1266,Google Reviews,Excellent place for gaining knowledge and career development. The six sigma certification courses are well organized and contents are updated with latest developments. Highly recommended for students and professionals.,12-07-2020
1267,Google Reviews,"The program was very much concise and precise as per the ASQ Body of Knowledge and it was very much helpful in developing new skills. The trainer was well knowledged and supportive, and always open for discussions. The support staff was always helpful and cooperative for any technical assistance and doubts.",12-07-2020
1268,Google Reviews,The knowledge imparted was good. learnt a lot during the interactive sessions/classes .,12-07-2020
1269,Google Reviews,I would like to recommend this course to every person who want to do somwthing in proes management. In ISEL I have received project base training and it helps us to understand and improve our thinking towards any problem and also helped me in working with Lean six sigma projects.Moreover the Mentor of the project is very good person as he not only teaches you but he mentors you about the whole process of six sigma. Luove you sir for helping me in this course. Allthe best to every one who will Join the course. I will recommend it to my each and every friend.,12-07-2020
1270,Google Reviews,Very good experience.. Trainers and training is very good for working professionals. Trainers having very good six sigma knowledge.Definitely I will recommend to all.,12-07-2020
1271,Google Reviews,BOK of ISEL Global Lean Six sigma Black Belt certification Test is aligned with ASQ standards and similar to most of the other certification providers. Training was very helpful. The point of contact Sourab Sharma was very helpful for me.,12-07-2020
1272,Google Reviews,ISEL Global is a great institute for learning. Their course content are really good and easy to understand. Any time you need any help. They are ready to provide it. I would highly recommend ISEL Global to every one for a better career.,12-07-2020
1273,Google Reviews,NEED TO ADD PROJECT AS PART OF THE CURRICULAM,12-12-2020
1274,Google Reviews,Mr. Saurabh was very prompt in his communication. The Faculty was excellent,12-07-2020
1275,Google Reviews,"ISEL GLOBAL LSSBB course has been the best course (attended from 11 JUN 20 -05 JULY 20) i have ever attended .Mr Debasish Mukherjee who was our trainer had in depth knowledge and found him to be thorough professional...my special compliments to Saurabh for his all out support in attending and facilitating us very promptly , i found him very efficient , organised , proactive with ever helping approach .... i would recommend  ISEL GLOBAL  for anybody looking for top tier training in lean six sigma course ... thanx once again team ISEL GLOBA",12-08-2020
1276,Google Reviews,"Materials are great, expalantions as well",12-01-2021
1277,Google Reviews,"Very good training, trainer explains the topics very well with examples, course content is good and easy for understanding",12-07-2020
1278,Google Reviews,It was a good learning experience.,12-12-2020
1279,Google Reviews,"Excellent program for preparation of PMI examination, Easy to understand, very friendly trainer.",12-07-2020
1280,Google Reviews,A very well structured program and at par with the industry standards. The course material provided for CLSSBB was detailed and training methodology followed by the instructor was easy to understand. The instructor used case studies and examples from our industry which were relatable and gave clarity of concepts. Would certainly recommend ISEL for Six sigma certification for a wonderful training experience.,12-07-2020
1281,Google Reviews,The course has been very fruitful with the syllabus covered in short time and fast pace.The instructor Mr. Deepak was very helpful and resourceful. He was considerate in explaining the subject in detail.Sufficient and quality study material were provided for us to prepare for the course.Mr. Saurab coordinated the course to the best possible convenience of the participants.,12-07-2020
1282,Google Reviews,"Program was well articulated & content was elaborate. Trainer was well organised , courteous & knowledgeable. Communication from customer support on the program was on dot & recordings were shared on time. I would recommend to my friends & colleagues to enroll in ISEL for the program.Great work ISEL. Keep going",12-07-2020
1283,Google Reviews,"Good Training Program , Good Curricular, Video Classes are the best, Trainers are also very helpful.",12-08-2020
1284,Google Reviews,"The trainer was extremely knowledgeable and attempted to engage us in discussion on a frequent basis. I earned my Lean Six Sigma certification from ISEL Global. Trainer also gave great examples, enough time was given to complete exercises, format for exercises were fun and easy to follow. Appreciated all the breaks to be able to stay focused.Highly Recommended!!😊",12-07-2019
1285,Google Reviews,Really professional service and good quality pedagogy,12-07-2020
1286,Google Reviews,I feel ISEL Global has a very holistic and value-based approach towards each of its courses especially GST Certification. The best thing about ISEL Global is that it provides both theoretical and practical training sessions with live industry projects which is very helpful for the trainee. Highly Recommended!!,12-07-2020
1287,Google Reviews,Kudos to Mr. Deepak for making learning so good and easy. The kind of knowledge you have is commendable. Mr. Saurabh Thanks for all the support you have provided during the course. I am sure would like to learn few more courses ahead!!,12-07-2020
1288,Google Reviews,"Program and trainer  is good but course lacks detailing and concept understanding to the trainee , the lectures session  should explain the tools with the help of examples for understanding , so that we know which tools to apply when .There is a major need to include practical applications of tools than theory .Even after completion of the training , we donot have clarity on most of the concepts",12-07-2020
1289,Google Reviews,"1. KASHYAP J. OZA2. FEBRUARY 10,19683. AMIE IN MECHANICAL ENGINEERING4. AADHAR CARD NO ; 5210 3237 30065. JAGDISH B. OZA6. 25,KARMAJYOT BUNGLOWS, THALTEJ SHILAJ ROAD, SHILAJ CIRCLE, SHILAJ7. AHMEDABAD, GUJARAT8. 3800599. SHONGAI PACKAGING INDUSTRIES LIMITED, ENGINEERING HEAD10.ATTACHED11. I FIND PROGRAM SCOPE VERY INTERESTING & APPROPRIATE. TRAINER DONE A GOOD JOB TO GIVE TO EXPLAIN ELEMENTARY ASPECTS OF THE PROGRAM. ITS A SUGGESTION TO PROVIDE STAGES IN GREEN BELT COURSE LIKE I,II,III AS PER EXTENSION OF ITS SCOPE.",12-07-2020
1290,Google Reviews,It was ok. But training provided can added more of calculating part on excel as well.,12-08-2020
1291,Google Reviews,"Knowlegde enhancing program, good customer support and a very learned trainer",12-07-2020
1292,Google Reviews,"I really liked how the class was engaging and encouraging of various opinions/situations. Also, it was great to hear so many real world examples from a wide variety of industries. I have never seen a more engaged six sigma certification training with such fruitful and lively conversation among participants and the trainer. The class was great!!",12-07-2019
1293,Google Reviews,"Training curriculum for Six sigma green belt was detailed, however I felt that the trainer should have provided assignments for practising during the course and calculation based questions could have been discussed. Overall it was a good learning experience and special mention to Saurabh who was available for any query that arises during the course duration. Looking forward to the Black belt training.",12-07-2020
1294,Google Reviews,Great Lean Six Sigma courses learning portal. You will get anything and everything from here. It has got an edge; the only thing is you need to complete the course in the given stipulated time. Else you will lose the accessibility. Download the file at once you start your course. The study material they provide is actually has got its standard. I recommend doing Six Sigma Green Belt & Six Sigma Black Belt courses here.,12-07-2019
1295,Google Reviews,"I had a great learning experience with the ISEL team, the mentor was really well versed and had excellent communication skills, totally worth the effort",12-07-2020
1296,Google Reviews,Good place to get certified.Training was organized Properly. More training materials can be provided which was felt during the examination. Very good customer support.,12-07-2020
1297,Google Reviews,"The course was well designed, study material provided was very much explanatory. The complete course delivered in a very friendly manner with clarity on subject manner.",12-07-2020
1298,Google Reviews,Thanks to Shubham who helped me during the journey of course. Awesome training sessions conducted by Arvind ( trainer ) with a simple and easy understanding. No doubt about this course.,12-07-2020
1299,Google Reviews,Feedback- Excellent support from Mr.Shubham always. Trainer Mr. Arvind is good. He help me to solve my all queries during session. Overall good experience. Thanks.,12-07-2020
1300,Google Reviews,"The Program is very qualitative one, Should be having good market value and recognition, Shine & ISEL teams were very helpful, Provided all required informations. Training time canbe be little extensive. The training materials, study materials, Mocktest tools are very useful and extensive.  The trainer Mr Prasad has extremely qualitative, and made the course rememberable, in a short span of time he has imparted most of the knowledge required to take this course forward & very helpful with lots of patients in reexplaining stuffs when required.",12-07-2020
1301,Google Reviews,"Nice professor, practical done here in course , all concepts are cleared between course.",12-07-2020
1302,Google Reviews,"Entertaining instructor, experience backed up his teaching, valuable input on application of course material to specific industry needs. I really appreciate that Instructor worked for many years in the field and is now a trainer; Trainer was able to use so many of its own personal examples to teach the material, and those real world examples make it easier to learn and understand the material. This is the best Six Sigma Certification course in India",12-07-2019
1303,Google Reviews,It's a great learning program and the entire team at ISEL is wonderful to work with.,12-07-2020
1304,Google Reviews,VERY NICE. EXCELLENT FACULTY. MUST ENROLL YOURSELF IF LOOKING TO GET SIX SIGMA CERTIFICATION,12-07-2020
1305,Google Reviews,Very good content of manual,12-01-2021
1306,Google Reviews,Good program . I was able to learn sitting at my home since spending a whole day in classroom was not feasible for me. live sessions helped me solve my queries during the sessions. Trainer was able to explain the subject matter very well.,12-07-2020
1307,Google Reviews,Customer support is excellent.Training materials are good.Trainer Dr.A.R has a unique way of approach in teaching the concepts which made LSS look very easy for the beginners like me.Really worth every penny...Very happy to be a part of ISEL LSSGB program.Looking forward for LSSBB...,12-07-2020
1308,Google Reviews,Program: the course was very good and the material provided was good enough to learn about six sigma BB.Customer support: it was a smooth experience overall and the customer support team subham is excellent from the beginning he supported in every possible way.Training: The training times was very good as a private employee i used to work on saturdays too but the class timings was after 8.00 pm which was planned and organized well.Trainer: The trainer was well experienced and teaches with practical experience which is much needed.,12-07-2020
1309,Google Reviews,"Great teaching and great material. the Lean Six sigma Program by ISEL was really helpful. Even with so less experience I could understand all concepts very clearly. The Instructor, Mr. Debashish Mukherji was a very senior faculty and I learnt a lot from his experience. Also, the study material provided is great.",12-07-2020
1310,Google Reviews,Great Insights on Six Sigma Process. The course was structured and well executed by Mr DeepaK Rustogi. Practical knowledge and understanding was given  more importance that normal theoretical concepts which was commendable. Would like to associate with the training institute in future as well.,12-07-2020
1311,Google Reviews,"It's such a school type learning in detail as so many are fresh to the course,in such a short time. Secondly the trainer is well experienced and knowledgeable as he goes on teaching with so many illustrations throughout the program.Hope ISEL produces experts like him and make an easy platform to the unknowns making them Industry well knowns. Thank you..",12-07-2020
1312,Google Reviews,Program was good and effectiveIt was basically more related to statistics could have been more inclined towards the tool and approach.Sessions were not continuous.Deepak as a trainer was really good he tried to resolve all the queries.,12-07-2020
1313,Google Reviews,Trainer's should be more open to feedback & should provide clarity on concepts instead just providing the theoretical knowledge.,12-07-2020
1314,Google Reviews,"The program is really helpful, received proper support at all the stages, the training and the trainer were both good.",12-07-2020
1315,Google Reviews,Deepak Rustogi is a very dedicated teacher. He has phenomenal energy. The institutes's material is very relevant and up to date. they took very good care and ensured that students learn and are able to apply the concepts in real life also.,12-07-2020
1316,Google Reviews,It was a great learning session with ISEL. It gave me in-depth knowledge of Six Sigma working. During tenure of course I have received full support from instructors and also from support staff. Thank you for all support and look forward to do more certifications with ISEL.,12-07-2019
1317,Google Reviews,I HAVE COMPLETED BOTH MY GREEN BELT AND BLACK BELT OF LEAN SIX SIGMA FROM ISEL GLOBAL AND MUST SAY THEY HAVE HIGHLY EXPERIENCED STAFF WITH GOOD KNOWLEDGE OVER THE SUBJECT . QUERIES WERE PROMPTLY ANSWERED AND EXPLAINED IN DETAIL. OVERALL A GOOD EXPERIENCE WITH ISEL.,12-08-2020
1318,Google Reviews,ISEL global has provided all types of facilities to complete my lean six sigma green belt course. Whenever required there is a quick response to the issue/concerns.,12-07-2020
1319,Google Reviews,The course contents as offered by the ISEL Global’s GST Practiotioner Certificate course are Excellent. It enriched my knowledge about the subject and help me improve my Future Job Prospectus.I am very thankful to the staff who has helped me at each and every stage during this course. The online videos about the GST course as by CA Rahul Jain are Excellent in upgrading my knowledge.My only suggestion is to Provide candidate with Mock Test or Increase the Number of Attempts of Exam to atleast 3(three). Otherwise course is Excellent.,12-07-2020
1320,Google Reviews,Study material code be good... Like i applied for black belt but didnt get green belt books just got black belt one..... And it doesn't contain the content of green belt so book wasn't provide as you promised,12-07-2020
1321,Google Reviews,"The CS and trainer were all very supportive, looking forward to your support during my LSS Black Belt training.",12-07-2020
1322,Google Reviews,I have attended Online Training and also taken help from saved video recordings. My Trainer - Debasish Mukherjee sir has explained all he topics & really helps me in understanding the concepts clearly.,12-07-2020
1323,Google Reviews,Great training institute for 6Sigma. Easily approachable through metro. Trainers are highly qualified.,12-07-2020
1324,Google Reviews,"The design of the program is really very good & the team of ISEL is very supportive. At the the time of training session ,the trainer is given the examples from our day to day life, so that it helps to understand the topics more easier.",12-07-2020
1325,Google Reviews,Very good online classes..which quite interesting throughout all classes even better than classroom experience..,12-07-2020
1326,Google Reviews,Supporting and nice,12-04-2021
1327,Google Reviews,"Good platform and best institute across India for lean, six sigma, PMP, GST certification. I did my six sigma black belt certification here at ISEL GLOBAL in July, 19 and it was really a good experience and enjoyable journey. Trainers, support staff, and certification process all  well and good. Fully satisfied.",12-07-2020
1328,Google Reviews,EXCELLENT STAFF AND VERY HELPFULL. VERY GOOD CUSTOMER SERVICE AND PROMPT RESPONSE. REALLY SATISFIED WITH THE INSTITUTE.KUDOS,12-07-2020
1329,Google Reviews,Lean Six Sigma course was good and highly professional.,12-07-2020
1330,Google Reviews,My Trainer for the course was Mr. Deepak Rastogi.I would like to quote about the trainer knowledge and expertise on the subject was very good. He is good in giving through explanation in the area of the trainee. Overall program is nicely conducted. Best Wishes for the ISEL Team,12-07-2020
1331,Google Reviews,"LSSGB program was very well organized. Shared and provided study materials were very helpful and covers all needs to clear exam. Trainer Deepak, is awesome having in depth knowledge on Six Sigma Process and clarify all queries with real life examples. I am very much pleased for all supports from ISEL and would definitely recommend others to go with ISEL.",12-07-2020
1332,Google Reviews,Excellent for Six Sigma training.,12-10-2020
1333,Google Reviews,"It was very delightful experience with ISEL team. Trainer (Mr B.K Prasad)  is very knowledgeable & true mentor for PMP course. Training sessions were well organized, all possible queries were addressed & ISEL team is very helpful. Really happy with the service. highly recommended.",12-07-2020
1334,Google Reviews,Instructor was more engaging than my six sigma green belt instructor. He also reviewed my project after class (what I have completed thus far) which was very helpful! I had a few things to go back and correct.,12-07-2019
1335,Google Reviews,I had a great learning experience from the Master Black Belt Program of ISEL. It's a well crafted program for a working individual who wants to inculcate wider range of skills in Process Excellence and Strategy. Trainer of the Program Mr. Deepak Rastogi has great knowledge on the subject and used a lot of examples from his working experience to make topic more practical and easy to understand.,12-07-2020
1336,Google Reviews,"the program and materials were so useful and it helped me to understand the insights about sigma better.  Special mention about the trainer, he is awesome and very cool guy, he answered our questions patently and he is very skilful",12-07-2020
1337,Google Reviews,Great Training Contents,12-02-2021
1338,Google Reviews,"Completed Green Belt course.Really Satisfied with the entire experience of learning.would recommend for sure.My trainer was Ms.Ayesha, and she is too good.Clear concepts,absolute practical examples,good blend of theory and practical which makes the learning easier .Thanks ISEL .",12-07-2020
1339,Google Reviews,The structure of the material and the live session has been helpful and interactive. The trainer and co-ordinator has been really helpful with every guidance needed and absolutely quick in response.,12-07-2020
1340,Google Reviews,Overall a great experience,12-02-2021
1341,Google Reviews,Lean six sigma helps to improve the process of my work and helps to understand the critical errors in my process flow job.Thanks ISEL Global for giving me knowledge on understanding lean six sigma Green belt course.,12-07-2020
1342,Google Reviews,LSSGB by ISEL GLOBAL was an excellent program framed for professionals in all industries with excellent trainers who assisted very well through out the course.The support team (Saurabh) assisted really well through out the course.        Looking forward for Black belt training.,12-07-2020
1343,Google Reviews,Good.,28-06-2021
1344,Google Reviews,Great experience. Trainers were very supportive during the training period and the entire ISEL team was very supportive and was very quick in responding incase of any queries or concerns. Thanks to the entire team.,12-07-2020
1345,Google Reviews,"Was good and supportive, content quality was very good",12-11-2020
1346,Google Reviews,"Program is excellent, Customer support is excellent, training material is excellent, trainer is very good",12-08-2020
1347,Google Reviews,Study materials for the course is extremely good. overall nice experience.,12-07-2020
1348,Google Reviews,Its an amazing learning journey with you ISEL.,12-09-2020
1349,Google Reviews,THE TRAINING PROGRAMME IS QUITE ELABORATE AND THE COURSE MATERIAL IS VERY EXHAUSTIVE AND COVERS THE SUBJECT IN DETAIL. ALSO WE ARE PROVIDED WITH A NUMBER OF MOCK TESTS THAT BUILDS UP THE CONFIDENCE TO TAKE THE EXAM .MR BKS PRASAD IS .A VERY GOOD TRAINER WHO COVERS EVERYTHING IN DETAIL AND CLARIFIES THE DOUBTS RAISED VERY PATIENTLY..AND HAS A VERY GOOD WAY OF EXPLAINING EVERYTHING WHICH DRAWS THE TEAM TO THE VIRTUAL CLASSROOM SESSION WITHOUT FAIL.I PERSONALLY WENT THROUGH ALL HIS VIDEOS OF THE EARLIER SESSION SHARED BY  ISEL GLOBAL AND I  ATTENDED TO  ALL HIS PRESENT NINE SESSIONS OF PMP..I ONCE AGAIN THANK ISEL GLOBAL TO ATTACH BKS PRASAD  AS  A TRAINER FOR PMP,12-07-2020
1350,Google Reviews,Excellent tutor provided for LSSGB.  Gained good knowledge and  project skills. Thanks to ISEL team,12-07-2020
1351,Google Reviews,"I have completed my black belt from ISEL . I was very new to this terminology and also worried how to do it . But , ISEL trainer , he was well versed with excellent knowledge on Lean Six Sigma .He explained all terminology ,process ,graphical representation ,etc.  Moreover , while cross questioning , he was delivering the answers very diligently and giving many other examples to giving more light on the same .He had also taken an additional session for us for better understanding .It was amazed experience with ISEL.",12-07-2020
1352,Google Reviews,"One of the bet institute across NCR region to get professional certification courses. My experience for six sigma certification, Green belt has been extraordinary and very enjoyable. I have all good words of appreciation to ISEL GLOBAL team and six sigma faculties.Very professional and experienced team to help and support. The classes and lectures and best across industry imparting industry knowledge and ease in getting internationally recognised certification in six sigma green belt. Thanks to all. Looking forward to BB course now.",12-07-2019
1353,Google Reviews,"Resourceful, Beneficial for career development in all industries. Easy to understand learning content.",12-07-2020
1354,Google Reviews,"The training was conducted in the most professional manner, with emphasis on deep learning. The mentor, Mr Deepak Rastogi explained the concepts very well and ensured good understanding of the concepts.",12-07-2020
1355,Google Reviews,Course complited but not recived book and certificate......,12-07-2020
1356,Google Reviews,Curriculum covered in detail. Very Good Assistance for training team. More Training examples can be added.,12-07-2020
1357,Google Reviews,I am happyto have joined the Lean Six Sigma Black Belt training & certification with ISEL Global. The programme has been greatly designed. It is easy to understand. The customer support has been prompt in response and extended all possible help whenever required. Shubham has been outstanding in resolving issues and building brand for ISEL. The training is well paced and effective. I would like to especially mention the trainers that ISEL has taken onboard that they are truly fantastic. Esp Mr Rohit Virmani who has an astounding grip on the subject and delivery of the course. It has been a wonderful experience being with ISEL Global. Best wishes to the team!!,12-12-2020
1358,Google Reviews,My trainer was Mr. Debashish Mukherjee .It was nice class. Feel happy to attend the class.The best Skill development class . Thank you ISEL,12-08-2020
1359,Google Reviews,Teaching and subject explanation is very good at ISEL Global. It's helpful to increase scope for job and career. I am satisfied and very impressed with teaching methods and presentation. ISEL Global provides the best gst certification course in Noida,12-07-2020
1360,Google Reviews,I really like the green belt program. Study material were valuable and live sessions also very helpful.,12-07-2020
1361,Google Reviews,"Excellent coordination and  Excellent training , Cooperative ,supportive knowledge",12-11-2020
1362,Google Reviews,"Well conducted course, which covered the nuances of CLSBB with easy to understand examples from the real business problems. Recommended for aspirants.",12-07-2020
1363,Google Reviews,ISEL Global provided in depth training with lots of real life examples for all the topics covered in the LSSGB program. They provided with in-class as well as recordings to brush up the concepts at a later stage. Overall I have learnt a lot from this program. It shall help me a lot in my day to day processes. I have started looking for scope of improvements even in my day today processes.,12-07-2020
1364,Google Reviews,Instructor's wealth of knowledge and breadth of experience really shone through. Six Sigma Certification course was chock full of information and he does an excellent job of bringing it back to the real world and sprinkling in examples of situations that he's worked through over the years. This really helped me envision how I could practically apply these techniques to my workplace.,12-07-2019
1365,Google Reviews,they did not send  the hard copies  andbut good,12-11-2020
1366,Google Reviews,"Amazing Trainer, Superb Co-ordination provided by Saurav. Everything went effortless and Totally Value for Money :)",12-07-2020
1367,Google Reviews,"I would   recommend isel global to every person who wants to get educated with LSS.The tutor is very patient and always tries to break down complex terms into easy understandable forms..The customer service is par beyond excellent,they are always ready to help you anytime.thumbs up to isel global.thanks.",12-07-2020
1368,Google Reviews,customer Support is excellent. I didn't find any issues in reaching out customer support to register and process to get certified.,12-07-2020
1369,Google Reviews,"PMI Class room program conducted by ISEL . Theoritical as well as Practical aspects were covered and the later highlighted through Case studies and vast practical experience of the trainer. Exhaustive coverage of all topics would help in tackling the exam questions with confidence. Very well coordinated and conducted by Mr Saurabh and Mr Deepak. Both administrative and educational aspects ticked all the boxes, which are required for a conducive learning atmosphere.",12-07-2020
1370,Google Reviews,ISEL Global has provided an online learning platform with a great ease of learning.The training session was good and well elaborated. Course content was well covered in every aspect of lean six sigma green belt and lean sxis sigma black belt. The faculty and trainers have good knowledge of subject and latest six sigma software. Overall a nice place to learn and get certify in trending technologies. Great going ISEL.,12-07-2019
1371,Google Reviews,"Thank-you isel for increasing my knowledge level, Overall process till examination is very smooth, team of isel will support you any time from out of the box.Lecture classes are also very Good. Exam pattern is also very Nice.Overall process is very good..",12-07-2020
1372,Google Reviews,"It's really amazing to be a part of ISEL educational training activity. I did my Lean Six Sigma Green and Black Belt from this institute. All the things which I learned from these courses is simply amazing. The trainer providing training and lectures are extremely knowledgable and have deep knowledge about these courses. I think the way of teaching and delivering lectures are simply amazing, people will never forget the teaching as the way of teaching is very simple.Last but not the least, I should say my sincere thanks to Shubham working in ISEL in Admin department for his continuous help and guidance in achieving the courses and making my journey easy.I strongly recommending all to register courses in ISEL Training Institute and make the career to grow in right path.Once again thanks to ISEL for grooming my career.",12-07-2020
1373,Google Reviews,Mr Deepak Rustogi is an excellent mentor who has not only in depth knowledge of the subject but also the way of imparting training is par excellence.Many Kudos for him for imparting and increasing our knowledge.,12-07-2020
1374,Google Reviews,"Training is well designed, trainer have good knowledge and the isel global team is very supportive.",12-07-2020
1375,Google Reviews,Exhaustive Training on Lean Six Sigma Black Belt by Mr Deepak. Great experience!,12-07-2020
1376,Google Reviews,A very well taught program. Really glad to have undergone this Course.,12-07-2020
1377,Google Reviews,"I liked the practical application component to the class. I left with a lot of great ideas, but now the issue is getting them off the ground! Documentation was easy to follow. Clearly understand DMAIC and can apply to many aspects of my job. This is the best Six Sigma Certification course in Delhi NCR. Highly Recommended!!",12-07-2019
1378,Google Reviews,"I have had the opportunity for taking part in the online course of Lean Six Sigma Green Belt (LSSGB). I was skeptical about online classes, however after going through multiple feedback/reviews I went ahead and my decision did not disappoint me. Mr. Deepak Rastogi was the instructor and driven the sessions by engaging students (two-way communication) which impressed me. The course curriculum is up to the mark with real-time examples. I would recommend ISEL for CLSSGB if you are on a look out for online sessions.",12-07-2020
1379,Google Reviews,"Excellent place to learn, especially Shaurab, my course coordinator was very helpful and guided me to complete my SSLGB and SSLBB.Thank you for the knowledge gained from this Institution.",12-07-2020
1380,Google Reviews,"I liked the practical application component to the class. I left with a lot of great ideas, but now the issue is getting them off the ground! Documentation was easy to follow. Clearly understand DMAIC and can apply to many aspects of my job. This is the best Six Sigma Certification course in Delhi NCR. Highly Recommended!!",12-07-2019
1381,Google Reviews,GREAT LEARNING. TRAINER IS EXPERIENCED AND HAS GIVEN THE SESSIONS VERY CLEARLY,12-07-2020
1382,Google Reviews,Good & experienced faculty's are there. The way of teaching is good their. I easily understand the concept GST. I am satisfied with the institution as they guided me well. I refer ISEL Global to others also to get better knowledge. They provide the best gst certification course in Noida.,12-07-2020
1383,Google Reviews,"Excellent curriculum,prompt support at all times and capable trainer",12-07-2020
1384,Google Reviews,I m doing my PMP certification preparation with ISEL. I would like to share my experience which was pretty good regarding the training and support which is provided by them. Mr. Prasad is an expectional trainer and I personally learned a lot.,12-07-2020
1385,Google Reviews,"Excellent training, on Six Sigma Black belt, imparted by Mr Deepak Rustagi and programme was efficiently coordinated by Mr Saurabh Pandey, Thanks.",12-07-2020
